"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"565826","25","F","false","true","usa","providence","PVD","41.724","-71.428","2023-02-01","84","11","2","96.00","","8","78","0","1","0","0.05","","0.00","0.13","0.13","0","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Budget","Unknown","1","0","1","","2112","","","",""
"565827","26","F","true","false","usa","nashville","BNA","36.124","-86.678","2023-02-01","250","1","1","250.00","3111.90","9","889","1","3","1","0.08","","0.33","0.22","0.56","3","26-35","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Mid-Range","Luxury","1","2","1","1","250","189.77","439.77","4","1082.17"
"565841","44","F","true","true","canada","toronto","YYZ","43.677","-79.631","2023-02-01","94","12","3","75.00","448.22","8","88","0","2","1","0.08","0.10","0.25","0.38","0.63","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","3","4","3","2","1010","896.44","1906.44","11","4980.68"
"565902","23","F","false","true","usa","nashville","BNA","36.124","-86.678","2023-02-01","116","7","2","141.50","110.65","8","108","0","2","1","0.08","0.10","0.25","0.25","0.50","2","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","4","2","2","1298","221.29","1519.29","11","1304.22"
"565910","30","F","false","false","canada","edmonton","YXD","53.573","-113.521","2023-02-01","110","1","1","47.00","486.58","8","101","0","1","1","0.05","0.10","0.25","0.13","0.38","2","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","4","1","2","47","973.16","1020.16","13","5198.86"
"565912","54","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2023-02-01","105","4","2","126.00","692.45","9","87","0","3","1","0.12","0.15","0.11","0.11","0.22","1","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","2","2","1","1","1008","623.205","1631.205","7","3683.27"
"565915","18","F","false","true","usa","new york","LGA","40.777","-73.872","2023-02-01","201","1","2","104.00","822.73","9","165","0","2","3","0.08","0.12","0.11","0.11","0.22","1","17-25","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","2","208","822.73","1030.73","4","2126.42"
"565935","54","F","true","false","usa","new york","LGA","40.777","-73.872","2023-02-01","124","12","4","75.00","770.70","8","116","0","2","1","0.18","0.20","0.38","0.38","0.75","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","3","5","3","4","974.8","2085.879","3060.679","23","8637.42"
"565949","38","F","false","true","usa","los angeles","LAX","33.942","-118.408","2023-02-01","146","23","4","173.50","494.06","8","135","0","1","1","0.15","0.15","0.38","0.50","0.88","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","3425.00","1430.1220","4855.1220","19","8080.89"
"566002","69","F","true","false","usa","new york","JFK","40.64","-73.779","2023-02-01","64","","","","","8","59","0","1","0","0.05","","0.00","0.00","0.00","0","50+","Married With No Children","Medium Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"566008","38","F","false","false","usa","chicago","ORD","41.979","-87.904","2023-02-01","166","24","5","173.20","308.55","10","123","0","2","1","0.10","0.25","0.50","0.50","1.00","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","5","3750.00","1542.76","5292.76","28","8614.46"
"566032","54","M","true","false","usa","san antonio","SAT","29.534","-98.47","2023-02-01","162","7","6","105.33","627.02","8","150","0","0","2","","0.10","0.50","0.38","0.88","4","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","3","7","1464","2508.07","3972.07","30","6907.29"
"566044","59","M","true","true","usa","dallas","DAL","32.847","-96.852","2023-02-01","335","","","","1732.29","8","1042","1","2","1","0.20","","0.25","0.13","0.38","2","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Luxury","","","","","","","","",""
"566059","29","F","true","true","usa","baltimore","BWI","39.175","-76.668","2023-02-01","428","40","7","150.20","516.34","11","810","1","3","3","0.05","0.08","0.45","0.45","0.91","5","26-35","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","2071.7","772.05","2843.75","25","4469.25"
"566061","53","M","true","true","canada","toronto","YZD","43.742","-79.466","2023-02-01","106","6","3","96.00","427.67","8","98","0","2","0","0.10","","0.38","0.38","0.75","3","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","3","6","3","3","564","1283.00","1847.00","24","6445.65"
"566096","40","F","false","true","usa","memphis","MEM","35.042","-89.977","2023-02-01","169","6","3","250.67","287.94","8","157","0","3","1","0.10","0.05","0.38","0.38","0.75","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","3","3","1216","863.82","2079.82","23","4955.07"
"566097","67","F","true","false","usa","long beach","LGB","33.818","-118.151","2023-02-01","95","","","","","8","88","0","0","2","","0.13","0.00","0.00","0.00","0","50+","Married With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"566152","41","F","false","false","usa","phoenix","LUF","33.535","-112.383","2023-02-01","140","9","2","134.50","694.55","9","115","0","2","1","0.13","0.15","0.44","0.22","0.67","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","2","6","1200","2693.5765","3893.5765","33","11646.83"
"566173","46","F","false","true","usa","san francisco","SFO","37.619","-122.375","2023-02-01","109","16","2","244.00","727.25","8","102","0","2","0","0.08","","0.13","0.25","0.38","1","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","2260","727.25","2987.25","15","4293.28"
"566174","48","M","true","true","usa","new york","LGA","40.777","-73.872","2023-02-01","102","13","3","107.00","334.03","9","83","0","0","1","","0.05","0.33","0.33","0.67","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1264","1002.08","2266.08","16","5623.87"
"566196","50","M","true","false","usa","shreveport","SHV","32.446","-93.826","2023-02-01","135","15","5","143.00","181.55","8","127","0","1","0","0.10","","0.25","0.38","0.63","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","3","4","3","2","6189","334.256","6523.256","11","2168.04"
"566275","33","F","false","false","usa","reno","RNO","39.498","-119.768","2023-02-01","78","13","2","330.50","340.26","8","73","0","2","1","0.15","0.10","0.13","0.25","0.38","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","2","2","2","1","3572","340.26","3912.26","10","2380.77"
"566279","43","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-02-01","194","2","1","49.00","503.93","8","181","0","1","0","0.05","","0.13","0.13","0.25","1","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Budget","Mid-Range","1","2","1","1","98","503.93","601.93","8","3031.19"
"566312","18","F","false","false","canada","vancouver","YVR","49.195","-123.182","2023-02-01","90","8","3","161.00","324.65","8","84","0","4","2","0.11","0.10","0.13","0.25","0.38","1","17-25","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","2142","292.185","2434.185","7","1731.10"
"566336","50","F","true","false","canada","edmonton","YED","53.667","-113.467","2023-02-01","168","6","11","150.33","565.85","8","155","0","1","0","0.10","","0.75","0.75","1.50","4","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","10","6","11","1837","3360.356","5197.356","38","14032.12"
"566338","44","F","true","false","usa","phoenix","LUF","33.535","-112.383","2023-02-01","65","1","1","208.00","462.85","8","61","0","1","0","0.15","","0.13","0.13","0.25","1","36-50","Married With No Children","Medium Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","208","393.4225","601.4225","8","2460.37"
"566366","38","M","false","false","usa","grand rapids","GRR","42.881","-85.523","2023-02-01","179","10","3","134.67","430.38","9","150","0","0","1","","0.05","0.22","0.33","0.56","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","1387","860.75","2247.75","13","4680.01"
"566424","38","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-02-01","98","8","2","204.50","551.90","8","93","0","0","2","","0.05","0.13","0.25","0.38","1","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","1636","551.9","2187.9","11","3766.25"
"566432","64","F","true","true","usa","el paso","ELP","31.807","-106.378","2023-02-01","132","8","6","153.50","882.70","9","111","0","1","2","0.15","0.08","0.33","0.44","0.78","3","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","5","1248","2648.09","3896.09","21","9266.57"
"566455","44","F","false","true","usa","new york","LGA","40.777","-73.872","2023-02-01","188","10","5","189.25","641.63","8","175","0","2","0","0.08","","0.50","0.50","1.00","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","5","3590","2530.310","6120.310","27","11683.90"
"566456","34","M","false","true","usa","new york","LGA","40.777","-73.872","2023-02-01","94","","","","","8","88","0","0","1","","0.15","0.00","0.00","0.00","0","26-35","Single With Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"566489","50","M","false","false","usa","phoenix","LUF","33.535","-112.383","2023-02-01","126","8","2","355.00","232.68","8","118","0","1","0","0.20","","0.38","0.25","0.63","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","3","6","2","3","3704","698.05","4402.05","26","4415.55"
"566533","21","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-02-01","144","24","2","150.00","1520.67","8","732","1","1","2","","0.05","0.25","0.25","0.50","2","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Mid-Range","Luxury","","","","","","","","",""
"566547","43","F","false","false","usa","richmond","RIC","37.505","-77.319","2023-02-01","84","5","2","203.50","124.30","9","69","0","3","2","0.10","0.10","0.22","0.22","0.44","2","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","4","2","2","1379","241.8645","1620.8645","18","1459.24"
"566592","63","F","true","false","usa","birmingham","BHM","33.563","-86.753","2023-02-01","81","","","","","8","76","0","1","1","0.05","0.10","0.00","0.00","0.00","0","50+","Married With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
